hasoc_english_1	RT @AmitShah: Today I will be holding a road show in North Kolkata, starting from Shaheed Minar Maidan to Swami Vivekananda House in Maniktala.    Bengal is yearning for Change,   Bengal wants Development,  Bengal wants Modi.     Come, join us to #SaveBengal.   Jai Shri Ram. #HarGharModi https://t.co/17q3m4FOpm	NOT	NULL	NULL
hasoc_english_2	RT @AisiTaisiDemo: So BJP's VP is saying that even a layman like PM knew the value of clouds but our elite IAF DID NOT and it took a Modi to explain to actual Air Force experts how to avoid radars!     IAF ki aur kitni beizzati karoge 4-6 votes ke liye bhaiyya? https://t.co/gHzdmhxe1D	HOF	OFFN	TIN
hasoc_english_3	RT @sambitswaraj: So finally ...the “Jewel(मणि)” of the Gandhi family too has contributed to the “Politics of Love” of Rahul Gandhi in #LokSabhaEelctions2019 by defining His “Neech comment” on Modi ji as prophetic ...	HOF	OFFN	TIN
hasoc_english_4	RT @t_d_h_nair: 79000 people from 13 districts never returned to their homes after 2002 Gujarat riots. And we have been forced to believe everything is normal!  Modi, however hard he tries, can’t escape the responsibility of this pogrom   https://t.co/Alsy8nQjah	HOF	OFFN	TIN
hasoc_english_5	RT @bainjal: “50 crore girl friend”, “Jersey cow”  “Congress ki Vidhwa” a part list of Modi’s public utterance.  @Mayawati says Modi abandoned his wife Huge outrage.	HOF	OFFN	TIN
hasoc_english_6	RT @RavinarIN: Dear Thakelis of @BJP4India Show this to SC... Harish Yadav the cartoonist was arrested for this obscene, nude cartoon of Modi... but was released instantly and was never prosecuted... Do you jerks have any memory or no? ... @Timesnow @Republic @Indiatoday @ndtv @CNNnews18 https://t.co/g8Klw9FhWX	HOF	PRFN	TIN
hasoc_english_7	RT @TajinderBagga: . @MamataOfficial Didi,   Coming soon to Bengal to meet you &amp; appeal to  Vote for Modi ji.   Yours Bro  Tajinder Bagga	NOT	NULL	NULL
hasoc_english_8	RT @SmokingSkills_: Junaid died over seat scuffle    Print : Muslims not safe    Wire : Hindus are terrorists    Scroll : Modi is spreading hate    Dhruv Tyagi killed by Jahangir and shamsher for protecting his daughter    Print : No comments    Wire : We are blind     Scroll : Sssshh kuch mat bolo secularism hai	HOF	HATE	TIN
hasoc_english_9	RT @free_thinker: PM Modi is asked to recite a recent poetry of his in the @NewsNationTV intvw. He asks for HIS file which is duly handed over, and he starts fiddling with a bunch of papers. The paper on which there's a printed copy of a poetry also has a printed question on the top.     1/3 https://t.co/S5TEffE60F	NOT	NULL	NULL
hasoc_english_10	RT @ANINewsUP: Prime Minister Narendra Modi in Ballia: I have only one caste 'poverty', that is why I have rebelled against poverty. #LokSabhaElections2019 https://t.co/eUltnyrhLs	NOT	NULL	NULL
hasoc_english_11	RT @JaiveerShergill: Modi &amp; UP CM should visit AIIMS &amp; meet Hapur rape victim with 80% burns &amp; explain 1) Why UP Police did not register her Complaint for 7months 2) Why CM did not respond on 1076 helpline 3) Why women have to burn themselves to b heard in BJP ? Link to my PC https://t.co/BnsfajSLQ3	HOF	HATE	UNT
hasoc_english_12	RT @ANINewsUP: Prime Minister Narendra Modi in Ballia: These 'mahamilavatis' are asking 'what is Modi's caste?'. I've been CM of Gujarat for a longer time than both 'Bua-Babua' combined have been CM. I've contested &amp; helped many, in contesting elections, but never used my caste for support. https://t.co/yzZS2H84Gd	NOT	NULL	NULL
hasoc_english_13	RT @seemantinibose: The pronoy: who are you gonna vote for?  Man: Modi  TP: so it's about the caste?  M: No, it's about the work done.   TP: hmm.     Hello this is The Pronoy! India is polarized like never before! The world this week isn't looking safe for media dalals.      https://t.co/vr97qCzkfB	HOF	OFFN	TIN
hasoc_english_14	RT @ashoswai: Modi's Entire Political Science Degree is Entirely Fake! https://t.co/y2XQP9XTMk	HOF	OFFN	TIN
hasoc_english_15	RT @UnSubtleDesi: Professor predicts Modi win in 2019 Lok Sabha elections, Kamal Nath government suspends him    Hello, pliant Media!  https://t.co/v8Pm6YyMLx	HOF	OFFN	TIN
hasoc_english_16	RT @Ish_Bhandari: Congress with slight majority is changing text books in Rajasthan.    BJP with dominant majority went slow, this should have been top priority.     Hopefully now in 2nd Modi Term, will be done systematically &amp; fast.	NOT	NULL	NULL
hasoc_english_17	RT @seemagoswami: Rahul Gandhi has given so many TV interviews. But not 1 anchor has asked him if he writes poetry, likes mangoes, can cook, has dieted, carries a wallet, what his exercise regime is. It’s true what they say. The media are biased. Such tough ques for Modi. And softballs for Rahul!	HOF	OFFN	TIN
hasoc_english_18	RT @rssurjewala: Finally, truth is out!    ‘National Security’ stumped by a pseudo nationalist Modi Govt.    No. of Rafale aircrafts reduced from 126 to 36 for saving money overruling Air Force &amp; Nation’s security!  https://t.co/6Rpecq4E4D	HOF	HATE	TIN
hasoc_english_19	2014- The Election that MODIFIED Indian Media! Watch how Mr @RahulGandhi exposed a channel who recently interviewed Mr Modi! 😎 #LokSabhaElections2019 https://t.co/45t69YHjLI	NOT	NULL	NULL
hasoc_english_20	RT @theskindoctor13: 'Sir remember u had put dog filter on ur DP when BJP objected to AIB's dog filter on Modi?'    @derekobrienmp : Haha, yes. I can go to any extent to support FoE.    'Sir Didi has jailed a girl for a mere Photoshop. Will u..'    'Aye! Didi ko question korega? Tumko bhi jaana hai jail?'	HOF	OFFN	TIN
hasoc_english_21	RT @UnSubtleDesi: Here is why @PrannoyRoyNDTV gets worried about people wanting to elect “a strong leader” like Modi. Here is one from the archive   https://t.co/anAnyNBfRC	NOT	NULL	NULL
hasoc_english_22	RT @SirAiyar: Indian media and It's boss @narendramodi are bankrupt of issues.     Reposting old articles and Retweeting, Trolling on Twitter won't give a fresh look to your bankrupcy.    Your destiny has been written Mr. Modi and your 'Karma' are waiting for you. https://t.co/IiSk0whKVX	HOF	OFFN	TIN
hasoc_english_23	RT @IndianExpress: Mani Shankar Aiyar called Modi 'the most foul-mouthed prime minister' who will be 'ousted' by the people of India on May 23    https://t.co/YAPvlwIJQt	HOF	PRFN	TIN
hasoc_english_24	RT @waglenikhil: Look at BJP’s hypocrisy. Last week BJP workers questioned AAP’s Atishi about her husband. Now when Mayawati attacks Modi about his wife BJP is crying from the rooftop!	HOF	OFFN	TIN
hasoc_english_25	RT @shrinjanrg: PM Modi received about three times more TV airtime than CP Rahul Gandhi during the April 1 to April 28 period, reveals Broadcast Audience Research Council.     @narendramodi- 722 hrs  @RahulGandhi - 252 hrs  @AmitShah- 124 hrs  @priyankagandhi- 84 hrs     #LokSabhaElections2019	NOT	NULL	NULL
hasoc_english_26	RT @abhijitmajumder: Finally, Mani Shankar Aiyar makes his grand entry in elections 2019. Justifies his ‘neech aadmi’ remark about Narendra Modi.  His muck is always auspicious. Like bird droppings on your head. Brings good fortune. Der aaye durust aaye.   #CloudyModi https://t.co/65UueFCpmi	HOF	OFFN	TIN
hasoc_english_27	RT @HappymonJacob: So what if @AatishTaseer’s father was a Pakistani politician?!!     The fact still remains that the Modi government has performed poorly and the BJP-led government has done more to divide the country than unite it.	HOF	OFFN	TIN
hasoc_english_28	RT @SyedMoinBhai: We got #Modi DSLR With wifi &amp; Email🤣🤣🤣  #CloudyModi #ModiLogic https://t.co/WKLEBl1dlY	NOT	NULL	NULL
hasoc_english_29	RT @i_theindian: Modi: 'I used Digital Camera and Email in 1987-88.'    Fact:    📸 Kodak unveiled the first consumer digital camera (model DC 40) on March 28, 1995 in US    📧 Videsh Sanchar Nigam Limited (VSNL) launched public Internet access in India on August 15, 1995    Modi is a pathological liar. https://t.co/cCPEUigpNV	HOF	OFFN	TIN
hasoc_english_30	RT @waglenikhil: Can we file a cheating case (IPC 420) against Narendra Damodardas Modi, who cheats this country every day?	HOF	OFFN	TIN
hasoc_english_31	RT @UnSubtleDesi: NDTV's Prannoy Roy says youth voting for a strong leader is 'worrying', twists voter's statements to further his own agenda  https://t.co/VVmHgXxSer	NOT	NULL	NULL
hasoc_english_32	RT @sanjeevparmar02: इस फोटो का मोदी जी से कोई लेना देना नहीं है  Rajiv Gandhi filming air show of Indian Air Force at Air Force Station Hindon in 1983. This photo has no connection with Narendra Modi's comment on using the digital camera for the first time in 1987-88  Photo Courtesy: @IndiaToday https://t.co/QAdhR5dOSQ	NOT	NULL	NULL
hasoc_english_33	RT @RahulGandhi: Here’s the link to my interview with Aditi Tandon of the Tribune. Enjoyed the interaction! We covered a wide range of issues.     https://t.co/9sfxusl9PU	NOT	NULL	NULL
hasoc_english_34	RT @RakshaRamaiah: This January 26, 1992 article in a leading Kannada weekly 'Taranga' says Modi is an engineer by education. He spoke to them as organizing secretary of Gujarat BJP.    Also claims he’s Unmarried.     Long History of Fakery looks like! https://t.co/XXJdRi0SyM	HOF	OFFN	TIN
hasoc_english_35	RT @OpIndia_com: Professor predicts Modi win in 2019 Lok Sabha elections, Kamal Nath government suspends him https://t.co/w7rF7CvcuV	NOT	NULL	NULL
hasoc_english_36	RT @Supriya23bh: Do listen to the poem recited by former Union Minister Mr @KapilSibal while slamming Modi regime ... https://t.co/I6KP9MDbry	NOT	NULL	NULL
hasoc_english_37	RT @the_fauxy: Muslim Man Converts to Hinduism To Demolish Modi’s 'Hindu Can Never Be A Terrorist' Claim https://t.co/PNXwNQVHlK	HOF	HATE	TIN
hasoc_english_38	RT @RahulGandhi: Dear Mr Modi,    Your recent statements, interviews &amp; videos are giving India the distinct feeling that you’re cracking under presssure.     You are, however, certainly right to be nervous about the results.	NOT	NULL	NULL
hasoc_english_39	To the journalists who applaud SC for ordering release of #PriyankaSharma with order that she apologise (though apology not pre-condition for release)    You celebrate Mamata's victory today.    What if Modi supporters get you jailed and cite SC order in #PriyankaSharma as precedent?	HOF	HATE	UNT
hasoc_english_40	Why the joke is not on Modi but on his ‘educated supporters’ https://t.co/V5tINqtidm	HOF	HATE	TIN
hasoc_english_41	@ianuragthakur @narendramodi @BJP4India .@ianuragthakur ji  @mariovoigt is not asking if @narendramodi ji will win 2nd time or not.    I guess if Mr. Mario could ask his friend about   👉2 crore jobs  👉#DeMonetisation benefits  👉fake advertising of Mr. Modi   And lots basics questions, which Modi promises during 2014.	HOF	HATE	TIN
hasoc_english_42	RT @Aneela_7: After Ranking Him Among World's Top Criminals, Now Google Thinks Modi Is Among World's 'Most Stupid' Prime Ministers   सही पकड़ा  “STUPID” he is!  His brain is filled with clouds😜 https://t.co/8Wr4ViqJgE	HOF	OFFN	TIN
hasoc_english_43	@divyaspandana @narendramodi @NewsNationTV @RahulGandhi Ur All tweets Only For against Modi..  Why	NOT	NULL	NULL
hasoc_english_44	RT @goonereol: Sir, thank your allah that you are posting these Modi memes in the regime of fascist &amp; dictator Modi. Had you been posting Mamata memes from our neighboring country West Bengal, you would have been in jail writing scripts for your new movies. https://t.co/LuROcjXXEC	HOF	OFFN	TIN
hasoc_english_45	RT @ashokepandit: If #PriyankaSharma is incarcerated for a mere meme... by that logic @kunalkamra88 and @dhruv_rathee should be subjected to a life imprisonments for their massively derogatory comments and supposed humour on Narendra Modi #AwardWapsiMissing	HOF	OFFN	TIN
hasoc_english_46	@waglenikhil You cheated the whole country for not running naked after Modi won in 2014. A cheating case should be filed against you first. LOL!	HOF	OFFN	TIN
hasoc_english_47	@kapsology @IMA_Indian 💯 % True!  Also this is the only hope Modi ji is having even today! That’s why Modi ji didn’t give a damn abt fulfilling any of his 2014 poll promises. That’s why Modi ji raises divisive issues time n again; n consequently the @TIME mag cover- The Divider-in-Chief	HOF	OFFN	TIN
hasoc_english_48	RT @amritabhinder: @rishibagree @PrannoyRoyNDTV When Prannoy Roy himself said 50yrs to the guy who’s asking for 15 yrs for Modi &amp; the guy retorts with a ‘lifetime’, they get worried?    Who started the joke first?     Oddballs, no? lol	HOF	OFFN	TIN
hasoc_english_49	RT @ameytirodkar: 😂😂😂😂😂 Rahul exposing Modi and Deepak in just one sentence!! https://t.co/lynvvqxxq4	HOF	OFFN	TIN
hasoc_english_50	RT @divyaspandana: Here’s what you’d see- question no 27.   Unfortunately for Modi, it wasn’t cloudy, the radar picked this up 😋 https://t.co/aRiEUgPdaB	HOF	OFFN	TIN
hasoc_english_51	RT @UnSubtleDesi: Ex army-man endorses a coup against the government of India if Modi is elected to power again  https://t.co/ZuLKyHO10z	HOF	HATE	TIN
hasoc_english_52	They Shouted 'Modi, Modi' At Priyanka Gandhi's Convoy. Watch What She Did - NDTV https://t.co/5rBLJFDlJ7	NOT	NULL	NULL
hasoc_english_53	RT @DrGPradhan: What is the difference between #LS2014 &amp; #LS2019?    #LS2014 Modi ji was a star campaigner and people voted    #LS2019 People are star campaigners for Modi ji and Modi ji voted	HOF	OFFN	TIN
hasoc_english_54	RT @paranjoygt: Huge discrepancy in Modi's MA degree, claims ex-Gujarat University prof - India News https://t.co/xBt595qiPN	NOT	NULL	NULL
hasoc_english_55	RT @monikahalan: This @ActusDei is on fire!  Another super story  @livemint    Modi term money report card: who won, who lost https://t.co/kUNfPqwL1l	NOT	NULL	NULL
hasoc_english_56	RT @RahulGandhi: Modi ji please look at what your policies have done to Sunaina.     NYAY is a tribute to her courage and equanimity.      NYAY will break the shackles of poverty.     NYAY will transform the lives of Sunaina &amp; millions like her. https://t.co/Cp0YS34FI9	HOF	HATE	TIN
hasoc_english_57	@sardesairajdeep @IndiaToday Check this Rajdeep. Many people has been arrested in the past for sharing memes on Modi as well.   https://t.co/TKy7xVM4B3	NOT	NULL	NULL
hasoc_english_58	PM Modi speaks LIVE from #Varanasi  https://t.co/DklVA2CsOX	NOT	NULL	NULL
hasoc_english_59	RT @ANI: Congress President Rahul Gandhi in Neemuch, MP: Narendra Modi told officers and Air Chief of Air Force, 'It'll be beneficial, radar won't be able to track aircraft in bad weather'. Narendra Modi ji, whenever it rains in India, do all the aircraft disappear from the radar? https://t.co/xsS1DDN2Oy	HOF	OFFN	TIN
hasoc_english_60	RT @rupasubramanya: In 1988, even in the developed west, email was available to a few academics and scientists but Modi somehow used it in 1988 in India before it was officially introduced to the rest of us in 1995. 😳 https://t.co/cq3nhRLEQJ	HOF	OFFN	TIN
hasoc_english_61	RT @KapilSibal: Modi ahead of his times :    Used digital camera when it was not available    Sent email when the internet did not exist     Conclusion :    The radar of his mind penetrated the future !	HOF	OFFN	TIN
hasoc_english_62	RT @DrAshwani_Kumar: The Prime Minister’s right to defend himself does not extend to denigrating the dead. Attacking the nation’s beloved leader known for his decency and civility who is not in our midst and therefore unable to defend himself is not the act of a brave heart.    https://t.co/L9pGpHLBPy https://t.co/Wod4imrjW0	HOF	HATE	UNT
hasoc_english_63	Congress President Rahul Gandhi in Neemuch, MP: Narendra Modi told officers and Air Chief of Air Force, 'It'll be beneficial, radar won't be able to track aircraft in bad weather'. Narendra Modi ji, whenever it rains in India, do all the aircraft disappear from the radar? https://t.co/j2xkzZlwrR	HOF	OFFN	TIN
